site_id,date,outdoor_temp,humidity,wind_speed,cloud_cover,possibility_of_rain,season
S1,2024-02-25,30.08,38.87,4.01,77.07,False,Summer
S1,2024-02-26,26.76,80.51,16.91,12.39,False,Summer
S1,2024-02-27,13.54,45.48,1.0,32.46,True,Summer
S1,2024-02-28,41.84,69.42,16.18,53.97,True,Summer
S1,2024-02-29,18.57,71.45,14.11,75.63,False,Summer
S1,2024-03-01,26.46,12.49,17.39,74.01,False,Autumn
S1,2024-03-02,38.06,33.9,9.3,10.12,True,Autumn
S1,2024-03-03,10.24,60.87,5.27,0.91,True,Autumn
S1,2024-03-04,28.28,22.32,9.76,75.8,False,Autumn
S1,2024-03-05,40.3,40.17,14.13,86.04,False,Autumn
S1,2024-03-06,8.33,18.17,13.81,28.12,False,Autumn
S1,2024-03-07,10.9,37.46,5.23,65.35,False,Autumn
S1,2024-03-08,38.73,11.32,1.69,10.19,True,Autumn
S1,2024-03-09,42.0,43.09,14.05,45.44,False,Autumn
S1,2024-03-10,11.9,20.62,1.77,75.89,False,Autumn
S1,2024-03-11,41.41,72.31,17.25,49.0,True,Autumn
S1,2024-03-12,7.4,82.75,7.59,9.44,False,Autumn
S1,2024-03-13,27.18,85.51,15.44,42.26,False,Autumn
S1,2024-03-14,8.89,66.42,5.22,24.52,True,Autumn
S1,2024-03-15,28.88,83.85,18.33,22.67,False,Autumn
S1,2024-03-16,9.47,63.0,7.4,96.71,False,Autumn
S1,2024-03-17,44.09,75.94,6.76,15.01,True,Autumn
S1,2024-03-18,32.05,42.65,11.12,51.81,False,Autumn
S1,2024-03-19,7.7,70.74,8.25,53.47,False,Autumn
S1,2024-03-20,32.46,78.66,8.48,34.51,False,Autumn
S1,2024-03-21,12.92,48.91,1.11,44.49,False,Autumn
S1,2024-03-22,11.31,79.98,16.29,20.63,True,Autumn
S1,2024-03-23,13.92,46.64,16.03,63.0,False,Autumn
S1,2024-03-24,30.01,17.22,0.36,64.25,False,Autumn
S1,2024-03-25,32.81,22.56,17.36,61.64,False,Autumn
S1,2024-03-26,23.85,25.74,7.01,4.5,False,Autumn
S1,2024-03-27,38.85,65.64,16.61,9.52,False,Autumn
S1,2024-03-28,23.79,81.58,7.58,42.3,False,Autumn
S1,2024-03-29,30.41,25.4,2.36,40.38,False,Autumn
S1,2024-03-30,6.13,58.31,12.18,45.16,False,Autumn
S1,2024-03-31,20.73,88.32,6.56,76.73,True,Autumn
S1,2024-04-01,22.1,65.72,6.71,15.77,True,Autumn
S1,2024-04-02,38.22,76.75,4.96,55.8,True,Autumn
S1,2024-04-03,28.48,65.27,10.81,83.22,False,Autumn
S1,2024-04-04,26.24,80.6,9.12,86.5,False,Autumn
S1,2024-04-05,33.67,62.2,9.45,88.05,True,Autumn
S1,2024-04-06,44.49,58.0,8.01,3.09,False,Autumn
S1,2024-04-07,29.1,85.4,3.01,45.43,True,Autumn
S1,2024-04-08,42.22,48.78,19.61,94.67,True,Autumn
S1,2024-04-09,40.71,18.39,0.84,38.92,False,Autumn
S1,2024-04-10,30.81,78.08,8.21,94.51,False,Autumn
S1,2024-04-11,12.67,36.94,5.15,59.02,False,Autumn
S1,2024-04-12,41.79,43.91,9.36,86.23,False,Autumn
S1,2024-04-13,18.74,16.02,13.15,71.82,False,Autumn
S1,2024-04-14,43.14,15.96,3.6,71.17,True,Autumn
S1,2024-04-15,43.85,26.64,2.07,17.32,False,Autumn
S1,2024-04-16,15.95,75.55,0.26,53.87,True,Autumn
S1,2024-04-17,40.51,55.74,16.63,13.82,False,Autumn
S1,2024-04-18,10.7,82.43,17.76,69.4,False,Autumn
S1,2024-04-19,43.9,23.82,5.82,60.7,False,Autumn
S1,2024-04-20,16.46,72.27,2.23,76.79,False,Autumn
S1,2024-04-21,8.1,53.8,18.37,49.76,False,Autumn
S1,2024-04-22,10.72,64.16,13.38,72.49,False,Autumn
S1,2024-04-23,16.77,84.1,7.02,16.57,False,Autumn
S1,2024-04-24,17.63,50.53,0.21,26.61,False,Autumn
S1,2024-04-25,5.43,27.89,11.61,78.46,True,Autumn
S1,2024-04-26,30.04,17.79,17.45,6.71,True,Autumn
S1,2024-04-27,6.17,30.53,18.33,62.23,False,Autumn
S1,2024-04-28,37.75,75.83,11.33,39.62,False,Autumn
S1,2024-04-29,41.92,41.34,10.26,4.47,False,Autumn
S1,2024-04-30,31.65,12.34,6.78,24.96,False,Autumn
S1,2024-05-01,31.9,64.53,19.53,99.65,False,Autumn
S1,2024-05-02,22.52,34.4,8.38,90.58,False,Autumn
S1,2024-05-03,20.21,65.84,6.26,79.24,True,Autumn
S1,2024-05-04,30.52,81.95,8.59,92.02,False,Autumn
S1,2024-05-05,38.83,10.32,19.09,54.47,False,Autumn
S1,2024-05-06,19.78,12.17,9.03,64.41,True,Autumn
S1,2024-05-07,44.2,64.5,1.87,46.48,False,Autumn
S1,2024-05-08,8.86,59.44,9.83,85.09,False,Autumn
S1,2024-05-09,31.43,34.14,19.68,11.86,False,Autumn
S1,2024-05-10,8.75,22.11,15.99,77.0,False,Autumn
S1,2024-05-11,5.81,67.45,8.1,90.55,False,Autumn
S1,2024-05-12,15.38,28.34,7.11,44.26,False,Autumn
S1,2024-05-13,34.05,75.37,0.75,89.26,False,Autumn
S1,2024-05-14,43.3,66.48,2.92,83.99,True,Autumn
S1,2024-05-15,25.86,46.33,12.97,15.73,True,Autumn
S1,2024-05-16,5.96,78.49,14.12,91.41,True,Autumn
S1,2024-05-17,5.05,65.02,4.68,44.74,False,Autumn
S1,2024-05-18,15.5,34.56,6.31,61.23,False,Autumn
S1,2024-05-19,14.41,24.69,2.38,76.46,True,Autumn
S1,2024-05-20,37.06,52.94,7.76,55.93,True,Autumn
S1,2024-05-21,8.5,35.67,18.72,44.51,False,Autumn
S1,2024-05-22,44.77,51.2,3.7,59.01,False,Autumn
S1,2024-05-23,42.81,17.19,8.86,64.47,False,Autumn
S1,2024-05-24,37.86,21.35,4.25,85.73,True,Autumn
S1,2024-05-25,44.03,53.15,17.95,59.67,True,Autumn
S1,2024-05-26,38.03,19.2,8.47,32.75,False,Autumn
S1,2024-05-27,13.08,20.76,19.93,75.21,False,Autumn
S1,2024-05-28,12.22,58.3,18.97,24.57,True,Autumn
S1,2024-05-29,22.53,85.5,5.85,20.57,False,Autumn
S1,2024-05-30,41.93,12.89,10.41,70.89,False,Autumn
S1,2024-05-31,17.55,37.14,13.91,42.18,False,Autumn
S1,2024-06-01,30.87,82.47,11.31,8.19,False,Winter
S1,2024-06-02,28.63,64.02,12.42,3.51,False,Winter
S1,2024-06-03,30.54,53.52,14.09,59.02,False,Winter
S1,2024-06-04,24.48,88.16,2.98,7.12,False,Winter
S1,2024-06-05,11.69,15.19,15.45,4.13,False,Winter
S1,2024-06-06,20.57,50.78,14.85,47.92,False,Winter
S1,2024-06-07,39.76,40.66,12.3,6.88,False,Winter
S1,2024-06-08,15.63,72.56,4.78,31.67,True,Winter
S1,2024-06-09,34.83,14.82,9.69,60.49,False,Winter
S1,2024-06-10,34.47,21.33,9.13,3.5,False,Winter
S1,2024-06-11,13.06,44.77,10.91,38.51,False,Winter
S1,2024-06-12,21.29,87.61,3.29,11.93,False,Winter
S1,2024-06-13,11.35,84.63,13.37,66.66,False,Winter
S1,2024-06-14,5.56,22.18,9.37,75.9,True,Winter
S1,2024-06-15,36.0,48.72,15.49,51.53,False,Winter
S1,2024-06-16,32.2,24.32,14.03,74.67,False,Winter
S1,2024-06-17,9.36,11.11,9.13,97.91,True,Winter
S1,2024-06-18,21.28,41.06,15.42,79.5,False,Winter
S1,2024-06-19,41.88,85.85,0.13,39.29,False,Winter
S1,2024-06-20,30.42,56.93,17.22,58.28,False,Winter
S1,2024-06-21,22.12,73.4,0.91,80.52,True,Winter
S1,2024-06-22,22.6,88.22,1.67,29.26,False,Winter
S1,2024-06-23,26.54,36.01,8.23,38.59,True,Winter
S1,2024-06-24,37.12,73.06,6.6,70.93,False,Winter
S1,2024-06-25,14.5,87.5,17.26,58.77,True,Winter
S1,2024-06-26,24.36,17.2,4.26,16.3,False,Winter
S1,2024-06-27,44.49,61.15,18.48,87.25,False,Winter
S1,2024-06-28,11.96,48.94,3.15,25.93,False,Winter
S1,2024-06-29,17.75,83.3,14.04,54.4,False,Winter
S1,2024-06-30,9.98,40.45,16.41,98.38,False,Winter
S1,2024-07-01,19.01,65.31,7.24,70.47,False,Winter
S1,2024-07-02,37.26,81.84,16.81,0.17,True,Winter
S1,2024-07-03,33.19,80.09,17.71,0.96,False,Winter
S1,2024-07-04,25.72,12.16,3.38,92.89,False,Winter
S1,2024-07-05,5.24,15.85,8.62,95.45,True,Winter
S1,2024-07-06,44.55,57.43,11.17,41.85,False,Winter
S1,2024-07-07,7.6,68.38,9.81,1.09,False,Winter
S1,2024-07-08,30.43,62.51,16.89,7.19,False,Winter
S1,2024-07-09,30.7,46.33,4.57,34.22,False,Winter
S1,2024-07-10,10.6,12.15,12.42,57.83,False,Winter
S1,2024-07-11,25.84,11.08,6.28,34.54,False,Winter
S1,2024-07-12,15.39,76.54,5.89,15.04,False,Winter
S1,2024-07-13,24.17,36.05,5.35,2.11,False,Winter
S1,2024-07-14,40.2,81.91,17.3,33.1,False,Winter
S1,2024-07-15,20.18,40.71,19.85,82.17,False,Winter
S1,2024-07-16,43.19,71.22,18.89,19.21,False,Winter
S1,2024-07-17,21.65,37.92,3.82,47.2,False,Winter
S1,2024-07-18,10.73,65.57,16.0,39.15,True,Winter
S1,2024-07-19,17.67,32.8,5.3,23.17,False,Winter
S1,2024-07-20,34.95,89.94,15.85,88.87,False,Winter
S1,2024-07-21,30.52,89.01,9.75,67.26,True,Winter
S1,2024-07-22,38.68,76.02,11.57,45.62,False,Winter
S1,2024-07-23,30.71,61.89,9.23,21.5,False,Winter
S1,2024-07-24,37.08,36.79,7.15,19.1,False,Winter
S1,2024-07-25,16.87,86.76,19.61,56.63,False,Winter
S1,2024-07-26,9.78,46.19,1.26,53.03,False,Winter
S1,2024-07-27,43.44,52.87,7.92,36.39,False,Winter
S1,2024-07-28,42.84,34.78,10.25,44.77,False,Winter
S1,2024-07-29,42.41,47.46,13.28,40.41,True,Winter
S1,2024-07-30,5.96,20.12,10.86,69.01,False,Winter
S1,2024-07-31,39.46,13.1,0.51,7.66,False,Winter
S1,2024-08-01,5.61,89.41,14.01,28.03,False,Winter
S1,2024-08-02,14.32,39.05,6.75,91.52,False,Winter
S1,2024-08-03,11.65,15.19,6.15,33.27,True,Winter
S1,2024-08-04,38.36,64.92,14.5,6.91,True,Winter
S1,2024-08-05,12.64,72.0,15.14,8.67,True,Winter
S1,2024-08-06,39.49,73.78,16.54,8.73,False,Winter
S1,2024-08-07,26.62,13.27,9.08,58.37,True,Winter
S1,2024-08-08,14.99,62.62,17.61,98.19,False,Winter
S1,2024-08-09,14.54,34.48,9.14,78.34,False,Winter
S1,2024-08-10,17.58,42.55,8.84,39.4,True,Winter
S1,2024-08-11,35.91,28.2,17.0,33.58,False,Winter
S1,2024-08-12,27.18,58.55,19.63,47.91,False,Winter
S1,2024-08-13,34.05,81.3,5.3,83.02,False,Winter
S1,2024-08-14,36.21,38.06,4.17,94.21,False,Winter
S1,2024-08-15,5.33,16.35,6.39,73.44,False,Winter
S1,2024-08-16,14.58,39.07,14.74,17.11,True,Winter
S1,2024-08-17,24.5,46.41,10.47,5.91,True,Winter
S1,2024-08-18,20.21,38.94,16.51,95.38,True,Winter
S1,2024-08-19,28.73,72.5,7.36,44.68,True,Winter
S1,2024-08-20,29.49,40.25,19.52,31.98,True,Winter
S1,2024-08-21,14.0,14.85,2.57,81.48,True,Winter
S1,2024-08-22,15.99,14.96,13.0,39.16,False,Winter
S1,2024-08-23,15.39,22.85,18.55,17.85,False,Winter
S1,2024-08-24,36.1,47.84,11.26,31.72,False,Winter
S1,2024-08-25,17.54,18.31,15.19,30.92,False,Winter
S1,2024-08-26,30.11,41.66,5.42,13.77,False,Winter
S1,2024-08-27,31.45,41.11,16.35,38.62,True,Winter
S1,2024-08-28,20.01,14.8,2.79,50.65,False,Winter
S1,2024-08-29,28.12,32.68,17.77,30.94,True,Winter
S1,2024-08-30,23.69,43.63,0.3,86.85,False,Winter
S1,2024-08-31,6.79,80.25,0.78,17.74,False,Winter
S1,2024-09-01,41.2,58.28,15.13,89.47,False,Spring
S1,2024-09-02,31.98,70.01,17.01,7.15,True,Spring
S1,2024-09-03,6.29,47.49,0.86,95.87,False,Spring
S1,2024-09-04,41.79,24.6,7.08,40.18,True,Spring
S1,2024-09-05,28.11,15.64,3.79,4.71,False,Spring
S1,2024-09-06,38.74,22.93,16.99,63.18,True,Spring
S1,2024-09-07,34.93,53.13,1.79,15.93,False,Spring
S1,2024-09-08,23.46,16.88,1.08,60.48,True,Spring
S1,2024-09-09,41.75,84.09,9.01,52.53,False,Spring
S1,2024-09-10,18.78,87.83,2.91,46.0,False,Spring
S1,2024-09-11,9.95,57.17,16.74,84.17,False,Spring
S1,2024-09-12,42.58,60.46,15.61,16.15,False,Spring
S1,2024-09-13,23.45,80.44,1.75,6.66,False,Spring
S1,2024-09-14,38.4,25.44,9.43,36.06,False,Spring
S1,2024-09-15,28.81,77.31,17.52,95.9,True,Spring
S1,2024-09-16,26.72,29.7,19.27,94.19,False,Spring
S1,2024-09-17,15.89,32.5,11.41,77.48,False,Spring
S1,2024-09-18,15.85,20.33,0.64,9.07,False,Spring
S1,2024-09-19,29.25,79.61,10.74,28.65,False,Spring
S1,2024-09-20,26.66,30.22,13.79,2.05,True,Spring
S1,2024-09-21,16.76,19.96,6.48,4.33,True,Spring
S1,2024-09-22,44.04,45.43,17.23,3.68,False,Spring
S1,2024-09-23,40.29,24.47,18.67,74.87,True,Spring
S2,2023-09-25,38.9,48.13,8.0,86.6,False,Spring
S2,2023-09-26,39.72,88.08,8.17,40.91,True,Spring
S2,2023-09-27,20.16,31.31,12.0,48.6,True,Spring
S2,2023-09-28,23.71,71.97,15.87,95.53,True,Spring
S2,2023-09-29,41.51,33.73,2.75,77.66,False,Spring
S2,2023-09-30,32.81,28.84,10.83,21.24,False,Spring
S2,2023-10-01,29.63,72.05,7.37,18.25,False,Spring
S2,2023-10-02,29.34,74.72,9.79,12.6,False,Spring
S2,2023-10-03,16.61,81.25,9.59,42.09,False,Spring
S2,2023-10-04,13.25,21.57,4.08,40.95,False,Spring
S2,2023-10-05,19.59,13.75,19.85,53.26,False,Spring
S2,2023-10-06,16.84,70.01,18.42,83.3,True,Spring
S2,2023-10-07,17.48,89.79,6.45,38.33,False,Spring
S2,2023-10-08,33.72,31.93,14.75,53.23,False,Spring
S2,2023-10-09,37.58,83.2,8.39,89.64,True,Spring
S2,2023-10-10,23.81,51.85,12.27,80.07,False,Spring
S2,2023-10-11,5.27,40.57,13.71,17.43,False,Spring
S2,2023-10-12,20.17,39.56,8.97,75.77,False,Spring
S2,2023-10-13,8.69,76.4,13.46,69.03,False,Spring
S2,2023-10-14,9.07,65.78,6.25,13.86,False,Spring
S2,2023-10-15,43.92,70.16,11.02,89.2,False,Spring
S2,2023-10-16,31.05,64.17,19.35,90.16,True,Spring
S2,2023-10-17,36.87,82.16,8.89,34.05,False,Spring
S2,2023-10-18,33.83,72.17,10.02,5.17,False,Spring
S2,2023-10-19,9.53,75.89,10.48,37.79,True,Spring
S2,2023-10-20,36.2,80.76,12.84,5.85,False,Spring
S2,2023-10-21,8.25,13.01,2.42,67.94,True,Spring
S2,2023-10-22,10.39,65.2,3.07,83.17,False,Spring
S2,2023-10-23,33.9,40.63,16.16,73.9,False,Spring
S2,2023-10-24,39.01,78.14,0.48,16.26,True,Spring
S2,2023-10-25,31.81,82.82,19.89,15.41,True,Spring
S2,2023-10-26,20.31,20.27,18.43,74.27,False,Spring
S2,2023-10-27,13.51,81.77,16.97,32.71,False,Spring
S2,2023-10-28,9.55,76.69,18.05,57.0,True,Spring
S2,2023-10-29,12.41,21.2,19.63,67.05,False,Spring
S2,2023-10-30,18.48,77.55,12.7,1.32,False,Spring
S2,2023-10-31,15.51,64.75,11.49,85.75,True,Spring
S2,2023-11-01,19.84,59.32,1.28,23.11,False,Spring
S2,2023-11-02,13.29,20.96,12.88,99.09,False,Spring
S2,2023-11-03,14.7,35.18,18.32,20.22,False,Spring
S2,2023-11-04,10.68,17.32,13.28,1.64,False,Spring
S2,2023-11-05,25.06,71.76,16.0,36.07,False,Spring
S2,2023-11-06,11.85,11.56,0.65,20.31,False,Spring
S2,2023-11-07,22.48,75.77,6.7,76.73,False,Spring
S2,2023-11-08,23.46,40.8,9.56,26.91,False,Spring
S2,2023-11-09,22.41,13.97,12.99,75.95,True,Spring
S2,2023-11-10,35.41,80.15,16.74,89.64,False,Spring
S2,2023-11-11,29.19,79.34,15.42,81.09,True,Spring
S2,2023-11-12,11.75,19.7,15.45,17.31,True,Spring
S2,2023-11-13,8.01,22.73,11.35,76.31,False,Spring
S2,2023-11-14,24.19,77.48,13.04,59.74,False,Spring
S2,2023-11-15,22.93,19.69,11.78,38.91,False,Spring
S2,2023-11-16,44.37,70.75,17.92,99.97,True,Spring
S2,2023-11-17,35.45,51.86,16.35,91.79,False,Spring
S2,2023-11-18,36.1,62.89,14.8,6.83,False,Spring
S2,2023-11-19,35.87,14.67,19.91,60.7,False,Spring
S2,2023-11-20,39.6,66.36,19.98,89.89,False,Spring
S2,2023-11-21,5.47,10.12,13.52,20.42,False,Spring
S2,2023-11-22,6.36,13.08,10.47,97.6,False,Spring
S2,2023-11-23,27.19,69.83,10.33,54.01,True,Spring
S2,2023-11-24,41.3,76.42,9.32,57.39,True,Spring
S2,2023-11-25,7.97,82.41,0.42,0.04,True,Spring
S2,2023-11-26,20.26,61.9,6.24,79.1,False,Spring
S2,2023-11-27,21.39,51.77,4.94,74.34,False,Spring
S2,2023-11-28,15.08,67.79,1.8,4.99,True,Spring
S2,2023-11-29,34.96,37.42,14.98,80.52,False,Spring
S2,2023-11-30,40.66,87.69,8.64,27.43,False,Spring
