date,building_id,site_id,energy_kwh,outdoor_temp,humidity,season,possibility_of_rain
2023-11-04,B1,S8,2.9103191999999996,40.66,39.26,Spring,False
2023-11-05,B1,S7,2.2462956,13.13,46.25,Spring,False
2023-11-06,B1,S4,2.1527099999999995,9.25,44.77,Spring,False
2023-11-07,B1,S7,2.9925683999999992,44.07,68.35,Spring,False
2023-11-08,B1,S9,2.8606319999999994,38.6,30.4,Spring,False
2023-11-09,B1,S9,2.1939551999999996,10.96,36.77,Spring,False
2023-11-10,B1,S4,2.8198692,36.91,81.74,Spring,False
2023-11-11,B1,S7,2.2393007999999996,12.84,49.62,Spring,False
2023-11-12,B1,S7,2.0890332,6.61,13.33,Spring,False
2023-11-13,B1,S8,2.1693527999999995,9.94,25.75,Spring,False
2023-11-14,B1,S8,2.1570515999999995,9.43,37.12,Spring,False
2023-11-15,B1,S10,2.4766415999999998,22.68,87.61,Spring,False
2023-11-16,B1,S4,2.1539159999999997,9.3,65.16,Spring,False
2023-11-17,B1,S9,2.5907291999999997,27.41,78.5,Spring,False
2023-11-18,B1,S5,2.3994576,19.48,33.54,Spring,True
2023-11-19,B1,S10,2.097234,6.95,31.6,Spring,False
2023-11-20,B1,S3,2.3299919999999994,16.6,52.83,Spring,True
2023-11-21,B1,S3,3.0010103999999993,44.42,57.29,Spring,False
2023-11-22,B1,S6,2.0919275999999996,6.73,85.57,Spring,False
2023-11-23,B1,S5,2.2916411999999995,15.01,76.61,Spring,True
2023-11-24,B1,S5,2.058642,5.35,80.89,Spring,False
2023-11-25,B1,S4,2.1937139999999995,10.95,71.85,Spring,False
2023-11-26,B1,S6,2.425266,20.55,20.04,Spring,False
2023-11-27,B1,S3,2.9329919999999996,41.6,51.4,Spring,True
2023-11-28,B1,S7,2.0863799999999997,6.5,33.24,Spring,False
2023-11-29,B1,S10,2.9158667999999994,40.89,50.47,Spring,False
2023-11-30,B1,S9,2.4081407999999995,19.84,52.77,Spring,True
2023-12-01,B1,S9,2.8946411999999992,40.01,38.8,Summer,False
2023-12-02,B1,S6,2.3234795999999993,16.33,13.59,Summer,True
2023-12-03,B1,S2,2.0897568,6.64,42.97,Summer,False
2023-12-04,B1,S4,2.0764907999999997,6.09,63.55,Summer,False
2023-12-05,B1,S2,2.1353435999999997,8.53,20.37,Summer,False
2023-12-06,B1,S5,2.8758275999999996,39.23,39.42,Summer,True
2023-12-07,B1,S9,2.2851288,14.74,18.13,Summer,False
2023-12-08,B1,S2,2.8201103999999995,36.92,19.25,Summer,False
2023-12-09,B1,S2,2.2595615999999996,13.68,25.56,Summer,False
2023-12-10,B1,S2,2.1435443999999997,8.87,80.07,Summer,False
2023-12-11,B1,S9,2.612437199999999,28.31,29.17,Summer,False
2023-12-12,B1,S8,2.2460544,13.12,88.56,Summer,False
2023-12-13,B1,S4,2.6047187999999997,27.99,41.31,Summer,False
2023-12-14,B1,S5,2.7057815999999995,32.18,38.86,Summer,False
2023-12-15,B1,S9,2.669842799999999,30.69,78.29,Summer,True
2023-12-16,B1,S1,2.802502799999999,36.19,52.58,Summer,True
2023-12-17,B1,S2,2.8242108,37.09,76.46,Summer,False
2023-12-18,B1,S7,2.9604888,42.74,44.23,Summer,True
2023-12-19,B1,S4,2.2542552,13.46,25.91,Summer,True
2023-12-20,B1,S3,2.0526119999999994,5.1,35.8,Summer,False
2023-12-21,B1,S1,2.2938119999999995,15.1,51.51,Summer,False
2023-12-22,B1,S8,2.9585591999999994,42.66,45.48,Summer,True
2023-12-23,B1,S8,2.4817067999999995,22.89,44.48,Summer,True
2023-12-24,B1,S7,2.7161532,32.61,40.5,Summer,False
2023-12-25,B1,S2,2.4042816,19.68,61.45,Summer,False
2023-12-26,B1,S6,2.3075604,15.67,28.82,Summer,False
2023-12-27,B1,S4,2.282958,14.65,82.21,Summer,False
2023-12-28,B1,S6,2.9532527999999996,42.44,64.31,Summer,True
2023-12-29,B1,S3,2.474712,22.6,75.89,Summer,True
2023-12-30,B1,S7,2.5516548,25.79,67.16,Summer,False
2023-12-31,B1,S7,2.4312959999999997,20.8,31.69,Summer,False
2024-01-01,B1,S5,2.8647323999999994,38.77,19.59,Summer,False
2024-01-02,B1,S4,2.3292683999999997,16.57,35.29,Summer,False
2024-01-03,B1,S3,2.6512703999999996,29.92,51.83,Summer,True
2024-01-04,B1,S2,2.2388183999999995,12.82,53.42,Summer,False
2024-01-05,B1,S10,2.1126707999999996,7.59,71.31,Summer,True
2024-01-06,B1,S3,2.5998948,27.79,12.52,Summer,False
2024-01-07,B1,S9,2.3734079999999995,18.4,53.81,Summer,False
2024-01-08,B1,S8,2.4525215999999994,21.68,70.49,Summer,True
2024-01-09,B1,S9,2.6001359999999996,27.8,16.77,Summer,True
2024-01-10,B1,S10,2.947222799999999,42.19,82.87,Summer,False
2024-01-11,B1,S1,2.0940983999999996,6.82,55.28,Summer,False
2024-01-12,B1,S3,2.7776591999999996,35.16,49.22,Summer,False
2024-01-13,B1,S8,2.0538179999999997,5.15,88.59,Summer,True
2024-01-14,B1,S2,2.760534,34.45,89.66,Summer,False
2024-01-15,B1,S1,2.8922291999999996,39.91,55.78,Summer,False
2024-01-16,B1,S4,2.5960356,27.63,17.07,Summer,False
2024-01-17,B1,S7,2.438532,21.1,23.78,Summer,False
2024-01-18,B1,S9,2.4503508,21.59,54.69,Summer,False
2024-01-19,B1,S7,2.8447127999999995,37.94,81.67,Summer,False
2024-01-20,B1,S7,2.789477999999999,35.65,53.59,Summer,False
2024-01-21,B1,S1,2.1688704,9.92,56.02,Summer,True
2024-01-22,B1,S2,2.9590415999999995,42.68,14.45,Summer,False
2024-01-23,B1,S4,2.3181731999999995,16.11,77.52,Summer,True
2024-01-24,B1,S3,2.4913547999999994,23.29,42.54,Summer,True
2024-01-25,B1,S2,2.3217911999999994,16.26,15.6,Summer,False
2024-01-26,B1,S4,2.1669408,9.84,18.65,Summer,True
2024-01-27,B1,S8,2.482189199999999,22.91,19.11,Summer,False
2024-01-28,B1,S6,2.5224696,24.58,49.59,Summer,False
2024-01-29,B1,S8,2.9083895999999996,40.58,27.4,Summer,False
2024-01-30,B1,S8,2.6534412,30.01,47.52,Summer,False
2024-01-31,B1,S3,2.9715839999999996,43.2,51.47,Summer,True
2024-02-01,B1,S10,2.3471171999999996,17.31,33.33,Summer,False
2024-02-02,B1,S2,2.433225599999999,20.88,44.5,Summer,True
2024-02-03,B1,S2,2.1705588,9.99,55.11,Summer,False
2024-02-04,B1,S9,2.7943019999999996,35.85,76.68,Summer,False
2024-02-05,B1,S7,2.8483308,38.09,23.38,Summer,False
2024-02-06,B1,S8,2.4662699999999993,22.25,34.61,Summer,True
2024-02-07,B1,S2,2.765358,34.65,57.08,Summer,False
2024-02-08,B1,S6,2.8314467999999997,37.39,28.74,Summer,False
2024-02-09,B1,S2,2.6746667999999993,30.89,74.46,Summer,True
2024-02-10,B1,S2,2.1790007999999994,10.34,20.24,Summer,False
2024-02-11,B1,S5,2.2959827999999995,15.19,13.18,Summer,True
2024-02-12,B1,S6,2.3191379999999997,16.15,56.23,Summer,True
2024-02-13,B1,S3,2.9199671999999994,41.06,29.09,Summer,True
2024-02-14,B1,S2,2.3471171999999996,17.31,53.62,Summer,False
2024-02-15,B1,S3,2.2805459999999997,14.55,87.81,Summer,False
2024-02-16,B1,S10,2.8664207999999998,38.84,37.25,Summer,False
2024-02-17,B1,S3,2.6377631999999993,29.36,23.5,Summer,True
2024-02-18,B1,S10,2.9426399999999995,42.0,67.56,Summer,False
2024-02-19,B1,S3,2.3432579999999996,17.15,57.28,Summer,True
2024-02-20,B1,S7,2.4599987999999997,21.99,70.37,Summer,False
2024-02-21,B1,S9,2.3058719999999995,15.6,64.03,Summer,False
2024-02-22,B1,S4,2.6341452,29.21,84.14,Summer,False
2024-02-23,B1,S10,2.8406124,37.77,86.67,Summer,False
2024-02-24,B1,S4,2.6790084,31.07,18.47,Summer,False
2024-02-25,B1,S8,2.1705588,9.99,88.61,Summer,False
2024-02-26,B1,S1,2.5750512,26.76,80.51,Summer,False
2024-02-27,B1,S8,2.8678679999999996,38.9,32.05,Summer,False
2024-02-28,B1,S1,2.938780799999999,41.84,69.42,Summer,True
2024-02-29,B1,S6,2.6992691999999994,31.91,54.25,Summer,True
2024-03-01,B1,S4,2.0697371999999996,5.81,79.36,Autumn,False
2024-03-02,B1,S8,2.6083367999999996,28.14,31.39,Autumn,False
2024-03-03,B1,S7,2.1613931999999996,9.61,71.59,Autumn,True
2024-03-04,B1,S2,2.7926135999999993,35.78,55.22,Autumn,False
2024-03-05,B1,S5,2.5928999999999998,27.5,34.21,Autumn,False
2024-03-06,B1,S7,2.0936159999999995,6.8,32.4,Autumn,False
2024-03-07,B1,S2,2.8874052,39.71,56.19,Autumn,False
2024-03-08,B1,S1,2.8637675999999996,38.73,11.32,Autumn,True
2024-03-09,B1,S8,2.0555063999999996,5.22,49.13,Autumn,True
2024-03-10,B1,S3,2.7040931999999995,32.11,56.67,Autumn,True
2024-03-11,B1,S10,2.5463484,25.57,46.92,Autumn,True
2024-03-12,B1,S9,2.2364063999999995,12.72,53.44,Autumn,False
2024-03-13,B1,S10,2.7981611999999996,36.01,86.56,Autumn,True
2024-03-14,B1,S3,2.4624107999999993,22.09,71.92,Autumn,False
2024-03-15,B1,S4,2.2479839999999993,13.2,45.37,Autumn,True
2024-03-16,B1,S5,2.2836815999999995,14.68,10.24,Autumn,False
2024-03-17,B1,S2,2.8994651999999994,40.21,43.34,Autumn,False
2024-03-18,B1,S6,2.28537,14.75,31.67,Autumn,True
2024-03-19,B1,S9,2.250396,13.3,59.54,Autumn,True
2024-03-20,B1,S10,2.3270975999999997,16.48,40.22,Autumn,False
2024-03-21,B1,S1,2.2412303999999996,12.92,48.91,Autumn,False
2024-03-22,B1,S7,2.8333763999999997,37.47,74.65,Autumn,True
2024-03-23,B1,S8,2.8459187999999997,37.99,28.83,Autumn,False
2024-03-24,B1,S10,2.6500643999999993,29.87,53.03,Autumn,False
2024-03-25,B1,S7,2.58084,27.0,71.22,Autumn,False
2024-03-26,B1,S4,2.8350647999999996,37.54,55.49,Autumn,True
2024-03-27,B1,S1,2.8666619999999994,38.85,65.64,Autumn,False
2024-03-28,B1,S4,2.1847895999999993,10.58,66.07,Autumn,True
2024-03-29,B1,S8,2.7788651999999994,35.21,44.36,Autumn,True
2024-03-30,B1,S8,2.5702271999999993,26.56,58.91,Autumn,True
2024-03-31,B1,S5,2.2009499999999997,11.25,47.99,Autumn,False
2024-04-01,B1,S3,2.9411927999999996,41.94,21.18,Autumn,False
2024-04-02,B1,S10,2.5379064,25.22,86.73,Autumn,True
2024-04-03,B1,S6,2.4378083999999993,21.07,73.03,Autumn,True
2024-04-04,B1,S6,2.8929527999999993,39.94,25.24,Autumn,True
2024-04-05,B1,S6,2.1416147999999997,8.79,36.44,Autumn,True
2024-04-06,B1,S1,3.0026987999999992,44.49,58.0,Autumn,False
2024-04-07,B1,S1,2.6314919999999997,29.1,85.4,Autumn,True
2024-04-08,B1,S10,2.5581671999999993,26.06,75.23,Autumn,False
2024-04-09,B1,S2,2.4882192,23.16,32.58,Autumn,False
2024-04-10,B1,S10,2.5762572,26.81,89.06,Autumn,False
2024-04-11,B1,S2,2.4537276,21.73,65.12,Autumn,False
2024-04-12,B1,S7,2.5246403999999996,24.67,32.94,Autumn,True
2024-04-13,B1,S3,2.1903371999999997,10.81,70.39,Autumn,False
2024-04-14,B1,S10,2.1420972,8.81,81.78,Autumn,True
2024-04-15,B1,S9,2.0883095999999997,6.58,22.77,Autumn,False
2024-04-16,B1,S10,2.0651544,5.62,58.78,Autumn,False
2024-04-17,B1,S9,2.6030303999999997,27.92,11.47,Autumn,False
2024-04-18,B1,S9,2.3249267999999996,16.39,72.38,Autumn,True
2024-04-19,B1,S7,2.8365119999999995,37.6,40.04,Autumn,False
2024-04-20,B1,S9,2.8746215999999993,39.18,14.13,Autumn,False
2024-04-21,B1,S7,2.3919803999999996,19.17,87.67,Autumn,False
2024-04-22,B1,S8,2.1652523999999995,9.77,63.46,Autumn,False
2024-04-23,B1,S3,2.2803047999999997,14.54,16.87,Autumn,True
2024-04-24,B1,S3,3.00294,44.5,79.44,Autumn,False
2024-04-25,B1,S10,2.1886487999999997,10.74,14.01,Autumn,False
2024-04-26,B1,S9,2.9942567999999996,44.14,45.46,Autumn,False
2024-04-27,B1,S2,2.5383887999999994,25.24,17.15,Autumn,False
2024-04-28,B1,S4,2.0830032,6.36,21.16,Autumn,False
2024-04-29,B1,S8,2.5610615999999995,26.18,24.99,Autumn,False
2024-04-30,B1,S1,2.692998,31.65,12.34,Autumn,False
2024-05-01,B1,S9,2.4293663999999997,20.72,83.57,Autumn,False
2024-05-02,B1,S1,2.4727823999999994,22.52,34.4,Autumn,False
2024-05-03,B1,S3,2.1049523999999997,7.27,89.5,Autumn,False
2024-05-04,B1,S6,2.4112763999999998,19.97,89.53,Autumn,False
2024-05-05,B1,S8,2.1459563999999998,8.97,29.38,Autumn,False
2024-05-06,B1,S6,2.4592751999999996,21.96,11.3,Autumn,True
2024-05-07,B1,S1,2.9957039999999995,44.2,64.5,Autumn,False
2024-05-08,B1,S6,2.487495599999999,23.13,37.62,Autumn,False
2024-05-09,B1,S4,2.099646,7.05,24.14,Autumn,True
2024-05-10,B1,S7,2.7639108,34.59,18.74,Autumn,False
2024-05-11,B1,S6,2.4281603999999994,20.67,89.64,Autumn,False
2024-05-12,B1,S10,2.4243012,20.51,13.38,Autumn,False
2024-05-13,B1,S6,2.2308588,12.49,44.08,Autumn,True
2024-05-14,B1,S8,2.9559059999999997,42.55,84.73,Autumn,True
2024-05-15,B1,S6,2.1922668,10.89,10.23,Autumn,False
2024-05-16,B1,S2,2.4657875999999996,22.23,47.3,Autumn,False
2024-05-17,B1,S4,2.6367983999999995,29.32,14.92,Autumn,False
2024-05-18,B1,S9,2.939022,41.85,11.76,Autumn,False
2024-05-19,B1,S8,2.4452856,21.38,68.44,Autumn,False
2024-05-20,B1,S3,2.3422931999999994,17.11,83.8,Autumn,False
2024-05-21,B1,S3,2.8198692,36.91,38.14,Autumn,False
2024-05-22,B1,S6,2.6640539999999997,30.45,18.33,Autumn,False
2024-05-23,B1,S1,2.9621771999999997,42.81,17.19,Autumn,False
2024-05-24,B1,S5,2.6970984,31.82,82.37,Autumn,False
2024-05-25,B1,S8,2.8109447999999992,36.54,25.29,Autumn,True
2024-05-26,B1,S3,2.1035051999999994,7.21,24.79,Autumn,False
2024-05-27,B1,S4,2.1307607999999996,8.34,42.33,Autumn,True
2024-05-28,B1,S1,2.2243464,12.22,58.3,Autumn,True
2024-05-29,B1,S1,2.4730236,22.53,85.5,Autumn,False
2024-05-30,B1,S6,2.5359768,25.14,58.8,Autumn,False
2024-05-31,B1,S4,2.3261328,16.44,85.6,Autumn,True
2024-06-01,B1,S10,2.9662775999999997,42.98,20.56,Winter,False
2024-06-02,B1,S7,2.8608731999999994,38.61,85.01,Winter,False
2024-06-03,B1,S3,2.4899075999999996,23.23,21.32,Winter,False
2024-06-04,B1,S6,2.6312507999999997,29.09,23.87,Winter,True
2024-06-05,B1,S3,2.1090527999999997,7.44,50.18,Winter,True
2024-06-06,B1,S10,2.4356375999999997,20.98,62.81,Winter,True
2024-06-07,B1,S1,2.8886111999999997,39.76,40.66,Winter,False
2024-06-08,B1,S5,2.5820459999999996,27.05,40.57,Winter,False
2024-06-09,B1,S3,2.1782771999999997,10.31,78.59,Winter,False
2024-06-10,B1,S3,2.4339492,20.91,35.15,Winter,True
2024-06-11,B1,S4,2.8020203999999995,36.17,22.5,Winter,True
2024-06-12,B1,S4,2.5482779999999994,25.65,52.61,Winter,True
2024-06-13,B1,S9,2.4732648,22.54,30.93,Winter,False
2024-06-14,B1,S6,2.7904427999999997,35.69,35.76,Winter,False
2024-06-15,B1,S7,2.1271427999999997,8.19,82.6,Winter,False
2024-06-16,B1,S4,2.6380044,29.37,45.67,Winter,False
2024-06-17,B1,S2,2.0598479999999997,5.4,53.09,Winter,True
2024-06-18,B1,S2,2.1401676,8.73,25.81,Winter,False
2024-06-19,B1,S6,2.8577375999999997,38.48,51.09,Winter,False
2024-06-20,B1,S5,2.8008143999999997,36.12,21.66,Winter,False
2024-06-21,B1,S9,2.3336099999999997,16.75,63.39,Winter,True
2024-06-22,B1,S10,2.3490467999999995,17.39,87.96,Winter,False
2024-06-23,B1,S10,2.4846011999999997,23.01,52.98,Winter,False
2024-06-24,B1,S4,2.6722547999999993,30.79,43.36,Winter,True
2024-06-25,B1,S10,2.7516095999999997,34.08,80.26,Winter,False
2024-06-26,B1,S1,2.5171632,24.36,17.2,Winter,False
2024-06-27,B1,S2,2.5950708,27.59,16.73,Winter,False
2024-06-28,B1,S4,2.2397831999999998,12.86,37.39,Winter,True
2024-06-29,B1,S4,2.0748023999999994,6.02,78.63,Winter,True
2024-06-30,B1,S3,2.2713803999999995,14.17,53.79,Winter,True
2024-07-01,B1,S4,2.5383887999999994,25.24,58.93,Winter,False
2024-07-02,B1,S4,2.6346275999999995,29.23,46.57,Winter,True
2024-07-03,B1,S3,2.326374,16.45,67.77,Winter,False
2024-07-04,B1,S3,2.7118116,32.43,12.42,Winter,True
2024-07-05,B1,S3,2.4088644,19.87,32.59,Winter,True
2024-07-06,B1,S6,2.5215047999999993,24.54,30.04,Winter,False
2024-07-07,B1,S9,2.8632851999999995,38.71,23.22,Winter,False
2024-07-08,B1,S2,2.076732,6.1,54.98,Winter,True
2024-07-09,B1,S4,2.604236399999999,27.97,68.15,Winter,False
2024-07-10,B1,S3,2.1353435999999997,8.53,83.6,Winter,False
2024-07-11,B1,S9,2.2325471999999995,12.56,73.21,Winter,False
2024-07-12,B1,S8,2.2484664,13.22,77.52,Winter,True
2024-07-13,B1,S6,2.9436047999999992,42.04,53.39,Winter,False
2024-07-14,B1,S4,2.1404087999999994,8.74,53.64,Winter,False
2024-07-15,B1,S8,2.6840735999999996,31.28,43.31,Winter,True
2024-07-16,B1,S4,2.4520391999999998,21.66,39.26,Winter,False
2024-07-17,B1,S7,3.0094523999999994,44.77,65.55,Winter,False
2024-07-18,B1,S5,2.8483308,38.09,45.36,Winter,False
2024-07-19,B1,S10,2.4956963999999995,23.47,30.46,Winter,False
2024-07-20,B1,S1,2.7725939999999993,34.95,89.94,Winter,False
2024-07-21,B1,S7,2.2470191999999996,13.16,84.56,Winter,False
2024-07-22,B1,S4,2.602547999999999,27.9,55.11,Winter,False
2024-07-23,B1,S8,2.8307232,37.36,12.06,Winter,True
2024-07-24,B1,S10,2.14668,9.0,62.95,Winter,False
2024-07-25,B1,S1,2.3365043999999995,16.87,86.76,Winter,False
2024-07-26,B1,S3,2.9083895999999996,40.58,36.1,Winter,True
2024-07-27,B1,S7,2.6334215999999997,29.18,48.01,Winter,False
2024-07-28,B1,S6,2.5108919999999997,24.1,42.33,Winter,True
2024-07-29,B1,S7,2.4247835999999996,20.53,66.24,Winter,False
2024-07-30,B1,S10,2.0938571999999995,6.81,41.98,Winter,False
2024-07-31,B1,S8,2.6705664,30.72,81.25,Winter,False
2024-08-01,B1,S5,2.1773124,10.27,30.61,Winter,False
2024-08-02,B1,S10,2.4197184,20.32,35.69,Winter,False
2024-08-03,B1,S1,2.2105979999999996,11.65,15.19,Winter,True
2024-08-04,B1,S5,2.0933748,6.79,54.13,Winter,False
2024-08-05,B1,S7,2.2636619999999996,13.85,47.95,Winter,False
2024-08-06,B1,S1,2.8820987999999996,39.49,73.78,Winter,False
2024-08-07,B1,S7,2.5639559999999997,26.3,56.21,Winter,False
2024-08-08,B1,S2,2.7448559999999995,33.8,58.7,Winter,True
2024-08-09,B1,S5,2.7101231999999995,32.36,40.04,Winter,False
2024-08-10,B1,S9,2.1449915999999996,8.93,57.23,Winter,False
2024-08-11,B1,S4,2.1020579999999995,7.15,57.71,Winter,True
2024-08-12,B1,S5,2.6396927999999997,29.44,78.92,Winter,False
2024-08-13,B1,S9,2.5142688,24.24,71.99,Winter,False
2024-08-14,B1,S3,2.965554,42.95,67.87,Winter,False
2024-08-15,B1,S3,2.1247307999999996,8.09,12.78,Winter,True
2024-08-16,B1,S9,2.9223791999999995,41.16,36.61,Winter,False
2024-08-17,B1,S9,2.5174043999999998,24.37,29.08,Winter,True
2024-08-18,B1,S9,2.1941963999999996,10.97,67.87,Winter,False
2024-08-19,B1,S4,2.6681544,30.62,81.79,Winter,False
2024-08-20,B1,S10,2.2048091999999997,11.41,10.14,Winter,False
2024-08-21,B1,S2,2.7458207999999997,33.84,77.75,Winter,False
2024-08-22,B1,S2,2.1635639999999996,9.7,68.38,Winter,False
2024-08-23,B1,S8,2.1949199999999998,11.0,76.85,Winter,False
2024-08-24,B1,S8,2.5439363999999998,25.47,20.88,Winter,False
2024-08-25,B1,S3,2.7050579999999997,32.15,38.36,Winter,False
2024-08-26,B1,S3,2.8854755999999995,39.63,43.6,Winter,False
2024-08-27,B1,S7,2.4264719999999995,20.6,44.88,Winter,True
2024-08-28,B1,S9,2.105676,7.3,33.08,Winter,False
2024-08-29,B1,S4,2.4706116,22.43,22.23,Winter,False
2024-08-30,B1,S4,3.0051107999999997,44.59,19.17,Winter,False
2024-08-31,B1,S5,2.706264,32.2,27.34,Winter,False
2024-09-01,B1,S7,2.681420399999999,31.17,11.48,Spring,True
2024-09-02,B1,S5,2.7803123999999997,35.27,76.99,Spring,False
2024-09-03,B1,S7,2.9720663999999997,43.22,60.23,Spring,True
2024-09-04,B1,S2,2.0550239999999995,5.2,66.69,Spring,True
2024-09-05,B1,S8,2.1174948,7.79,73.51,Spring,False
2024-09-06,B1,S6,2.5381475999999994,25.23,14.52,Spring,False
2024-09-07,B1,S8,2.2062564,11.47,84.34,Spring,False
2024-09-08,B1,S2,2.8502603999999994,38.17,10.87,Spring,True
2024-09-09,B1,S4,2.4546923999999994,21.77,59.69,Spring,False
2024-09-10,B1,S2,2.6539235999999997,30.03,15.73,Spring,False
2024-09-11,B1,S4,2.7231479999999997,32.9,87.46,Spring,False
2024-09-12,B1,S10,2.1430619999999996,8.85,48.97,Spring,True
2024-09-13,B1,S1,2.4952139999999994,23.45,80.44,Spring,False
2024-09-14,B1,S4,2.7663227999999997,34.69,78.4,Spring,False
2024-09-15,B1,S9,2.3355395999999997,16.83,13.56,Spring,True
2024-09-16,B1,S1,2.574086399999999,26.72,29.7,Spring,False
2024-09-17,B1,S7,2.5284995999999995,24.83,56.67,Spring,True
2024-09-18,B1,S4,2.7904427999999997,35.69,70.96,Spring,False
2024-09-19,B1,S4,2.5974827999999994,27.69,81.72,Spring,False
2024-09-20,B1,S4,2.6367983999999995,29.32,78.26,Spring,False
2024-09-21,B1,S6,2.7812771999999994,35.31,18.54,Spring,True
2024-09-22,B1,S9,2.2670387999999995,13.99,42.43,Spring,False
2024-09-23,B1,S10,2.4110351999999997,19.96,60.18,Spring,False
2023-09-25,B2,S3,3.4867584,15.58,56.19,Spring,False
2023-09-26,B2,S6,4.2378816,36.17,70.79,Spring,True
2023-09-27,B2,S1,4.2021312,35.19,22.7,Spring,False
2023-09-28,B2,S5,4.2324096,36.02,31.55,Spring,False
2023-09-29,B2,S4,4.31376,38.25,14.32,Spring,True
2023-09-30,B2,S1,3.8708928,26.11,45.8,Spring,False
2023-10-01,B2,S4,3.2828352,9.99,58.3,Spring,True
2023-10-02,B2,S4,4.0850304,31.98,46.82,Spring,False
2023-10-03,B2,S1,3.2872128000000003,10.11,74.06,Spring,False
2023-10-04,B2,S4,3.2872128000000003,10.11,47.29,Spring,False
2023-10-05,B2,S4,3.996384,29.55,52.2,Spring,False
2023-10-06,B2,S3,4.1495999999999995,33.75,58.24,Spring,True
2023-10-07,B2,S4,3.961728000000001,28.6,65.4,Spring,False
2023-10-08,B2,S10,4.2586752,36.74,48.34,Spring,False
2023-10-09,B2,S10,4.5264384,44.08,17.89,Spring,False
2023-10-10,B2,S10,4.0459968,30.91,78.54,Spring,True
2023-10-11,B2,S8,4.3312704,38.73,40.79,Spring,False
2023-10-12,B2,S2,3.6542016000000004,20.17,39.56,Spring,False
2023-10-13,B2,S2,3.2354112000000006,8.69,76.4,Spring,False
2023-10-14,B2,S6,3.8351423999999996,25.13,60.02,Spring,False
2023-10-15,B2,S5,3.9062784,27.08,86.67,Spring,True
2023-10-16,B2,S4,3.4823808000000005,15.46,32.78,Spring,True
2023-10-17,B2,S1,3.4827456000000003,15.47,31.62,Spring,True
2023-10-18,B2,S6,3.3776832000000003,12.59,44.98,Spring,True
2023-10-19,B2,S7,3.7344576000000003,22.37,16.21,Spring,False
2023-10-20,B2,S2,4.238976,36.2,80.76,Spring,False
2023-10-21,B2,S9,3.2999808,10.46,31.89,Spring,False
2023-10-22,B2,S10,3.4473599999999998,14.5,62.13,Spring,False
2023-10-23,B2,S3,4.3177728,38.36,12.27,Spring,False
